campaign_name,campaign_id,adset_name,adset_id,spend,impressions,clicks,ctr,cpc,date_start,date_stop,website_purchase_roas,spend_eur
13 MARCH - Lightweight Casual Pants - 1.46 - SINGLE PRODUCT,120218039860480719,BROAD,120218040049520719,2.23,161,7,4.347826,0.318571,2023-07-27,2025-03-18,,2.1408
13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,120218040150120719,ONLINE,120218040150210719,9.02,797,7,0.878294,1.288571,2023-07-27,2025-03-18,,8.659199999999998
13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,120218040150120719,STACK,120218040281540719,5.63,398,4,1.005025,1.4075,2023-07-27,2025-03-18,,5.4048
13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,120218040150120719,BROAD,120218040281550719,7.65,516,10,1.937985,0.765,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '6.801307'}]",7.344
13 MARCH - Elegant Patterned Pants - 1.58 - SINGLE PRODUCT,120218040150120719,ENGAGE,120218040281590719,2.35,219,1,0.456621,2.35,2023-07-27,2025-03-18,,2.256
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,120218040316770719,ONLINE SHOPPERS,120218040316870719,128.62,8261,642,7.771456,0.200343,2023-07-27,2025-03-18,,123.4752
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,120218040316770719,BROAD,120218040385740719,69.41,4862,365,7.507199,0.190164,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '2.248955'}]",66.6336
17 MARCH - C34 ADS Collection (March 06) - COLLECTION - RELAUNCH,120218040316770719,ENGAGE SHOPPERS,120218040385750719,48.51,3912,275,7.029652,0.1764,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '3.619254'}]",46.569599999999994
13 MARCH - C35 ADS Collection (March 06) - COLLECTION,120218040476920719,BROAD,120218040477020719,28.86,3418,52,1.521358,0.555,2023-07-27,2025-03-18,,27.705599999999997
13 MARCH - C35 ADS Collection (March 06) - COLLECTION,120218040476920719,ONLINE SHOPPING,120218040540220719,20.28,2741,27,0.985042,0.751111,2023-07-27,2025-03-18,,19.4688
13 MARCH - C35 ADS Collection (March 06) - COLLECTION,120218040476920719,ENGAGE SHOPPERS,120218040540230719,4.62,567,15,2.645503,0.308,2023-07-27,2025-03-18,,4.4352
13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,120218040837340719,ONLINE,120218040837410719,10.54,788,16,2.030457,0.65875,2023-07-27,2025-03-18,,10.1184
13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,120218040837340719,ENGAGE,120218040886790719,4.89,595,36,6.05042,0.135833,2023-07-27,2025-03-18,,4.6944
13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,120218040837340719,STACK,120218040886860719,8.27,520,9,1.730769,0.918889,2023-07-27,2025-03-18,,7.9392
13 MARCH - Elegant Blazer with Pattern - 1.61 - SINGLE PRODUCT,120218040837340719,BROAD,120218040886870719,7.23,500,14,2.8,0.516429,2023-07-27,2025-03-18,,6.9408
14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,120218096423380719,BROAD,120218096423370719,8.74,450,25,5.555556,0.3496,2023-07-27,2025-03-18,,8.3904
14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,120218096423380719,STACK,120218120639890719,0.8,67,3,4.477612,0.266667,2023-07-27,2025-03-18,,0.768
14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,120218096423380719,ONLINE,120218120639900719,1.98,164,8,4.878049,0.2475,2023-07-27,2025-03-18,,1.9007999999999998
14 MARCH - Elegant 2 Piece Set - 1.57 - SINGLE PRODUCT - RELAUNCH,120218096423380719,ENGAGE,120218120639920719,10.36,644,19,2.950311,0.545263,2023-07-27,2025-03-18,,9.945599999999999
14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,120218120740130719,BROAD,120218120740110719,24.51,1627,54,3.318992,0.453889,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '3.968584'}]",23.529600000000002
14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,120218120740130719,ONLINE,120218120740210719,8.94,605,49,8.099174,0.182449,2023-07-27,2025-03-18,,8.5824
14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,120218120740130719,ENGAGE,120218120740220719,37.03,2889,138,4.776739,0.268333,2023-07-27,2025-03-18,,35.5488
14 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,120218120740130719,STACK,120218120740230719,15.36,1292,34,2.631579,0.451765,2023-07-27,2025-03-18,,14.7456
17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,120218121073640719,ENGAGE,120218121073670719,16.82,2484,49,1.972625,0.343265,2023-07-27,2025-03-18,,16.147199999999998
17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,120218121073640719,STACK,120218121073740719,37.09,4006,113,2.820769,0.32823,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '2.891885'}]",35.6064
17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,120218121073640719,ONLINE,120218121073780719,5.54,755,14,1.854305,0.395714,2023-07-27,2025-03-18,,5.3184
17 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,120218121073640719,BROAD,120218121073790719,11.54,1428,43,3.011204,0.268372,2023-07-27,2025-03-18,,11.078399999999998
14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,120218121233350719,ENGAGE,120218121233340719,8.89,1962,11,0.560652,0.808182,2023-07-27,2025-03-18,,8.5344
14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,120218121233350719,BROAD,120218121233470719,4.11,1655,9,0.543807,0.456667,2023-07-27,2025-03-18,,3.9456
14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,120218121233350719,ONLINE,120218121233480719,3.37,847,11,1.298701,0.306364,2023-07-27,2025-03-18,,3.2352
14 MARCH - Orthopedic Shoes for Men - 1.46 - SINGLE PRODUCT - RELAUNCH,120218121233350719,STACK,120218121233490719,4.95,1055,13,1.232227,0.380769,2023-07-27,2025-03-18,,4.752
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,120218124364370719,BROAD,120218124364520719,44.05,3963,386,9.740096,0.114119,2023-07-27,2025-03-18,,42.288
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,120218124364370719,ONLINE SHOPPING,120218124484730719,185.9,16065,1726,10.743853,0.107706,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '0.418505'}]",178.464
17 MARCH - C36 ADS Collection (March 10) - COLLECTION - RELAUNCH,120218124364370719,ENGAGED SHOPPERS,120218124484740719,17.18,1167,130,11.139674,0.132154,2023-07-27,2025-03-18,,16.4928
14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,120218124524010719,BROAD,120218124524140719,7.87,191,7,3.664921,1.124286,2023-07-27,2025-03-18,,7.5552
14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,120218124524010719,ONLINE,120218124589470719,4.73,226,5,2.212389,0.946,2023-07-27,2025-03-18,,4.5408
14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,120218124524010719,ENGAGE,120218124589480719,5.98,252,4,1.587302,1.495,2023-07-27,2025-03-18,,5.7408
14 MARCH - Elegant Strapless Peplum Top - 1.52 - SINGLE PRODUCT,120218124524010719,STACK,120218124589490719,4.03,218,5,2.293578,0.806,2023-07-27,2025-03-18,,3.8688000000000002
17 MARCH - Elegant Satin Long Sleeve Suit - 1.60 - SINGLE PRODUCT - RELAUNCH,120218124614120719,ENGAGE,120218124614250719,20.12,2439,163,6.683067,0.123436,2023-07-27,2025-03-18,,19.3152
17 MARCH - Elegant Satin Long Sleeve Suit - 1.60 - SINGLE PRODUCT - RELAUNCH,120218124614120719,STACK,120218124670510719,14.72,1745,124,7.106017,0.11871,2023-07-27,2025-03-18,,14.1312
17 MARCH - Elegant Satin Long Sleeve Suit - 1.60 - SINGLE PRODUCT - RELAUNCH,120218124614120719,BROAD,120218124670520719,77.97,10888,888,8.155768,0.087804,2023-07-27,2025-03-18,,74.85119999999999
17 MARCH - Elegant Satin Long Sleeve Suit - 1.60 - SINGLE PRODUCT - RELAUNCH,120218124614120719,ONLINE,120218124670530719,15.68,2258,177,7.838795,0.088588,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '3.307398'}]",15.0528
14 MARCH - Light and Comfortable Basket Shoes  - 1.57 - SINGLE PRODUCT,120218124776350719,BROAD,120218124776370719,6.15,931,18,1.933405,0.341667,2023-07-27,2025-03-18,,5.904
14 MARCH - Light and Comfortable Basket Shoes  - 1.57 - SINGLE PRODUCT,120218124776350719,STACK,120218125098150719,6.99,772,16,2.072539,0.436875,2023-07-27,2025-03-18,,6.7104
14 MARCH - Light and Comfortable Basket Shoes  - 1.57 - SINGLE PRODUCT,120218124776350719,ONLINE,120218125098170719,4.12,476,9,1.890756,0.457778,2023-07-27,2025-03-18,,3.9552
14 MARCH - Light and Comfortable Basket Shoes  - 1.57 - SINGLE PRODUCT,120218124776350719,ENGAGE,120218125098180719,5.19,541,6,1.109057,0.865,2023-07-27,2025-03-18,,4.9824
14 MARCH - Elegant Tassel Dress - 1.55 - SINGLE PRODUCT,120218125239640719,STACK,120218125239630719,10.04,575,16,2.782609,0.6275,2023-07-27,2025-03-18,,9.638399999999999
14 MARCH - Elegant Tassel Dress - 1.55 - SINGLE PRODUCT,120218125239640719,BROAD,120218125351160719,4.35,269,3,1.115242,1.45,2023-07-27,2025-03-18,,4.175999999999999
14 MARCH - Elegant Tassel Dress - 1.55 - SINGLE PRODUCT,120218125239640719,ENGAGE,120218125351170719,4.01,262,5,1.908397,0.802,2023-07-27,2025-03-18,,3.8495999999999997
14 MARCH - Elegant Tassel Dress - 1.55 - SINGLE PRODUCT,120218125239640719,ONLINE,120218125351260719,4.22,316,4,1.265823,1.055,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '57.376777'}]",4.0512
15 MARCH - C37 ADS Collection (March 10) - COLLECTION,120218161042160719,ENGAGE,120218161042210719,10.18,748,7,0.935829,1.454286,2023-07-27,2025-03-18,,9.7728
15 MARCH - C37 ADS Collection (March 10) - COLLECTION,120218161042160719,BROAD,120218161081510719,18.47,755,12,1.589404,1.539167,2023-07-27,2025-03-18,,17.731199999999998
15 MARCH - C37 ADS Collection (March 10) - COLLECTION,120218161042160719,ONLINE,120218161081520719,13.21,702,13,1.851852,1.016154,2023-07-27,2025-03-18,,12.6816
15 MARCH - Elegant V-neck High-waisted Long Dress - 1.54 - SINGLE PRODUCT,120218163863280719,ONLINE,120218163863230719,66.01,5262,350,6.651463,0.1886,2023-07-27,2025-03-18,,63.369600000000005
15 MARCH - Elegant V-neck High-waisted Long Dress - 1.54 - SINGLE PRODUCT,120218163863280719,STACK,120218164117830719,9.6,739,85,11.50203,0.112941,2023-07-27,2025-03-18,,9.216
15 MARCH - Elegant V-neck High-waisted Long Dress - 1.54 - SINGLE PRODUCT,120218163863280719,ENGAGE,120218164117840719,43.91,3587,174,4.85085,0.252356,2023-07-27,2025-03-18,,42.1536
15 MARCH - Elegant V-neck High-waisted Long Dress - 1.54 - SINGLE PRODUCT,120218163863280719,BROAD,120218164117890719,3.93,251,12,4.780876,0.3275,2023-07-27,2025-03-18,,3.7728
17 MARCH - Deep V-neck dress - 1.47 - SINGLE PRODUCT - RELAUNCH,120218164131850719,STACK,120218164131970719,16.43,1125,60,5.333333,0.273833,2023-07-27,2025-03-18,,15.772799999999998
17 MARCH - Deep V-neck dress - 1.47 - SINGLE PRODUCT - RELAUNCH,120218164131850719,ENGAGE,120218164183270719,21.59,1753,135,7.701084,0.159926,2023-07-27,2025-03-18,,20.726399999999998
17 MARCH - Deep V-neck dress - 1.47 - SINGLE PRODUCT - RELAUNCH,120218164131850719,ONLINE,120218164183290719,26.28,1936,109,5.630165,0.241101,2023-07-27,2025-03-18,,25.2288
17 MARCH - Deep V-neck dress - 1.47 - SINGLE PRODUCT - RELAUNCH,120218164131850719,BROAD,120218164183350719,40.21,2723,163,5.986045,0.246687,2023-07-27,2025-03-18,,38.6016
15 MARCH - Elegant Floral Long Dress - 1.50 - SINGLE PRODUCT,120218164207210719,ENGAGE,120218164207300719,9.49,940,47,5,0.201915,2023-07-27,2025-03-18,,9.1104
15 MARCH - Elegant Floral Long Dress - 1.50 - SINGLE PRODUCT,120218164207210719,ONLINE,120218164265040719,23.33,1925,170,8.831169,0.137235,2023-07-27,2025-03-18,,22.3968
15 MARCH - Elegant Floral Long Dress - 1.50 - SINGLE PRODUCT,120218164207210719,STACK,120218164265060719,24.03,2068,165,7.978723,0.145636,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '1.937994'}]",23.0688
15 MARCH - Elegant Floral Long Dress - 1.50 - SINGLE PRODUCT,120218164207210719,BROAD,120218164265070719,15.13,1379,95,6.88905,0.159263,2023-07-27,2025-03-18,,14.5248
15 MARCH - Evening Bliss Hooded Sweater - 1.48 - SINGLE PRODUCT,120218164288220719,STACK,120218164288310719,2.1,131,3,2.290076,0.7,2023-07-27,2025-03-18,,2.016
15 MARCH - Evening Bliss Hooded Sweater - 1.48 - SINGLE PRODUCT,120218164288220719,ONLINE,120218164351980719,5.63,304,4,1.315789,1.4075,2023-07-27,2025-03-18,,5.4048
15 MARCH - Evening Bliss Hooded Sweater - 1.48 - SINGLE PRODUCT,120218164288220719,BROAD,120218164351990719,9.96,615,10,1.626016,0.996,2023-07-27,2025-03-18,,9.5616
15 MARCH - Evening Bliss Hooded Sweater - 1.48 - SINGLE PRODUCT,120218164288220719,ENGAGE,120218164352010719,3.06,157,1,0.636943,3.06,2023-07-27,2025-03-18,,2.9375999999999998
15 MARCH - Elegant Tube Jumpsuit - 1.52 - SINGLE PRODUCT,120218164400250719,STACK,120218164400350719,4.61,256,7,2.734375,0.658571,2023-07-27,2025-03-18,,4.4256
15 MARCH - Elegant Tube Jumpsuit - 1.52 - SINGLE PRODUCT,120218164400250719,BROAD,120218164421400719,3.69,215,10,4.651163,0.369,2023-07-27,2025-03-18,,3.5423999999999998
15 MARCH - Elegant Tube Jumpsuit - 1.52 - SINGLE PRODUCT,120218164400250719,ONLINE,120218164421410719,2.3,197,8,4.060914,0.2875,2023-07-27,2025-03-18,,2.2079999999999997
15 MARCH - Elegant Tube Jumpsuit - 1.52 - SINGLE PRODUCT,120218164400250719,ENGAGE,120218164421420719,9.84,526,22,4.18251,0.447273,2023-07-27,2025-03-18,,9.446399999999999
16 MARCH - Classic Stitched Leather Orthopedic Shoe - 1.60 - SINGLE PRODUCT,120218194707060719,STACK,120218194707100719,27.17,2297,103,4.48411,0.263786,2023-07-27,2025-03-18,,26.0832
16 MARCH - Classic Stitched Leather Orthopedic Shoe - 1.60 - SINGLE PRODUCT,120218194707060719,ENGAGE,120218194767280719,18.58,1414,65,4.596888,0.285846,2023-07-27,2025-03-18,,17.836799999999997
16 MARCH - Classic Stitched Leather Orthopedic Shoe - 1.60 - SINGLE PRODUCT,120218194707060719,BROAD,120218194767310719,12.69,795,45,5.660377,0.282,2023-07-27,2025-03-18,,12.1824
16 MARCH - Classic Stitched Leather Orthopedic Shoe - 1.60 - SINGLE PRODUCT,120218194707060719,ONLINE,120218194767320719,16.19,1035,57,5.507246,0.284035,2023-07-27,2025-03-18,,15.5424
16 MARCH - Winter Trench Coat - 1.79 - SINGLE PRODUCT,120218194819180719,ONLINE,120218194819160719,16.82,830,52,6.26506,0.323462,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '5.476813'}]",16.147199999999998
16 MARCH - Winter Trench Coat - 1.79 - SINGLE PRODUCT,120218194819180719,ENGAGE,120218194895210719,17.62,689,56,8.127721,0.314643,2023-07-27,2025-03-18,,16.9152
